"species","centroid_hist_X","centroid_hist_Y","centroid_rec_X","centroid_rec_Y","centroid_dist","centroid_NS_shift","centroid_EW_shift","n_cells_hist","n_cells_rec","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","range_stability_NA","range_expansion_NA","range_unfilling_NA","range_stability_A","range_expansion_A","range_unfilling_A","range_stability_std","range_unfilling_std","range_expansion_std"
"Emberiza hortulana",4701938.21403065,3111200.9521671,4819399.29390919,3069035.51306166,124799.958097697,-42165.4391054399,117461.079878538,1081,812,0.900133859606781,1,0.989010989010989,0.989010989010989,1,1,0.985014985014985,0.985014985014985,1,0.000999000999000999,0.013986013986014,0.013986013986014,0.000999000999000999,0.002997002997003,0.018981018981019,0.018981018981019,0.000999000999000999,0.998329022170963,0.00167097782903722,0.00616225447313613,0.998329022170963,0.00167097782903722,0.00609705582344517,0.992187281231538,0.0061520208298353,0.00166069793862679
"Emberiza melanocephala",5351095.72351133,2076188.13971536,5296974.4415851,2213890.48621269,147956.241464191,137702.346497332,-54121.2819262324,131,164,0.785894374409758,0.982017982017982,0.922077922077922,0.922077922077922,1,0.979020979020979,0.904095904095904,0.904095904095904,1,0.00999000999000999,0.0859140859140859,0.0859140859140859,0.000999000999000999,0.013986013986014,0.0929070929070929,0.0929070929070929,0.000999000999000999,0.899882179271276,0.100117820728724,0.00206380400642061,0.899882179271276,0.100117820728724,0.00206380400642061,0.898210590293767,0.00185756426342674,0.0999318454428062
"Emberiza schoeniclus",4582810.61255147,3416261.65250064,4603615.5662812,3468618.36806852,56338.9009899149,52356.7155678752,20804.9537297264,1665,1606,0.962507700759911,1,1,1,1,1,1,1,1,0.000999000999000999,0.132867132867133,0.132867132867133,0.000999000999000999,0.000999000999000999,0.13986013986014,0.13986013986014,0.000999000999000999,1,0,0.00696046014856958,1,0,0.00696046014856958,0.99303953985143,0.00696046014856958,0
"Erithacus rubecula",4506176.07103875,3180501.40363978,4479114.5662439,3177857.28201653,27190.3736811433,-2644.12162324646,-27061.50479485,2016,2024,0.986568408047524,1,0.545454545454545,0.545454545454545,1,1,0.520479520479521,0.520479520479521,1,0.000999000999000999,0.476523476523477,0.476523476523477,0.000999000999000999,0.000999000999000999,0.471528471528472,0.471528471528472,0.000999000999000999,0.999928361441913,7.163855808746e-05,0.000176700492909724,0.999928361441913,7.163855808746e-05,0.000176700492909724,0.999751686262997,0.000176687836577813,7.1625900425616e-05
"Falco columbarius",4446826.75203741,4414019.69695682,4488346.83389066,4419532.19336655,41884.4220894598,5512.49640973005,41520.0818532519,492,445,0.949959606902167,1,0.898101898101898,0.898101898101898,1,1,0.888111888111888,0.888111888111888,1,0.000999000999000999,0.0989010989010989,0.0989010989010989,0.000999000999000999,0.001998001998002,0.108891108891109,0.108891108891109,0.001998001998002,0.996093400017166,0.00390659998283422,0.000541462710792816,0.996093400017166,0.00390659998283422,0.000541462710792816,0.995556158462845,0.000539348573448416,0.00390449296370644
"Ficedula albicollis",5051591.8000892,2918457.6202482,5158629.18134233,2931381.77062266,107814.816460576,12924.15037446,107037.381253121,381,469,0.87948795527143,0.997002997002997,0.997002997002997,0.997002997002997,1,0.998001998001998,0.997002997002997,0.997002997002997,1,0.003996003996004,0.003996003996004,0.003996003996004,0.001998001998002,0.00999000999000999,0.012987012987013,0.012987012987013,0.003996003996004,0.999616867337977,0.000383132662022855,0.0142873499544177,0.999616867337977,0.000383132662022855,0.0142873499544177,0.985340385038396,0.0142819541827055,0.000377660778897946
"Ficedula hypoleuca",4639275.69082714,3567216.11479225,4658436.66237262,3623486.40637565,59443.1538988934,56270.2915834016,19160.9715454746,1308,1224,0.949317347186779,1,0.921078921078921,0.921078921078921,1,1,0.921078921078921,0.921078921078921,1,0.001998001998002,0.0749250749250749,0.0749250749250749,0.001998001998002,0.001998001998002,0.0969030969030969,0.0969030969030969,0.001998001998002,0.998952306298253,0.00104769370174724,0.00470677255015164,0.998952306298253,0.00104769370174724,0.00470677255015164,0.994255367931763,0.00470186448029251,0.00104276758794477
"Ficedula parva",5056738.59019471,3424950.72309257,5035368.83117777,3528798.66196501,106023.869993967,103847.938872447,-21369.7590169376,670,743,0.905611872105026,0.998001998001998,0.919080919080919,0.919080919080919,1,0.999000999000999,0.902097902097902,0.902097902097902,1,0.003996003996004,0.0809190809190809,0.0809190809190809,0.001998001998002,0.000999000999000999,0.0709290709290709,0.0709290709290709,0.000999000999000999,0.986864683946547,0.0131353160534534,0.00085192670506584,0.986914571744268,0.0130854282557325,0.00085192670506584,0.986034981621416,0.000840745786760302,0.0131242725918237
"Ficedula semitorquata",5483143.83093401,2152320.57311605,5573824.86101223,2256101.45109858,137816.979544876,103780.877982532,90681.0300782239,49,46,0.625721946657581,0.982017982017982,1,1,0.983016983016983,0.987012987012987,1,1,0.988011988011988,0.016983016983017,0.022977022977023,0.022977022977023,0.015984015984016,0.018981018981019,0.024975024975025,0.024975024975025,0.016983016983017,1,0,0.300271450515415,1,0,0.300170455998658,0.699728549484585,0.300271450515415,0
"Fringilla montifringilla",4697486.68000463,4394933.69528388,4738917.0378014,4539178.45056279,150076.726952052,144244.755278911,41430.357796764,456,382,0.86593414339793,1,0.949050949050949,0.949050949050949,1,1,0.969030969030969,0.969030969030969,1,0.001998001998002,0.044955044955045,0.044955044955045,0.001998001998002,0.000999000999000999,0.040959040959041,0.040959040959041,0.000999000999000999,0.999383914778232,0.000616085221768107,0.0820834075563306,0.999383914778232,0.000616085221768107,0.0653094636288138,0.91739747072977,0.0820369858230662,0.000565543447164116
"Gallinago gallinago",4565731.85395543,3657270.45655153,4595601.29643129,3749899.30046351,97325.6714248014,92628.8439119807,29869.4424758535,1400,1250,0.932382802648191,1,0.812187812187812,0.812187812187812,1,1,0.78021978021978,0.78021978021978,1,0.000999000999000999,0.20979020979021,0.20979020979021,0.000999000999000999,0.000999000999000999,0.203796203796204,0.203796203796204,0.000999000999000999,0.998786761253539,0.00121323874646108,0.00207642727654635,0.998786761253539,0.00121323874646108,0.00207642727654635,0.996715364106383,0.00207391329912682,0.00121072259448978
"Garrulus glandarius",4523152.10711438,3105570.36395611,4524451.79467937,3112173.21545648,6729.54944275743,6602.85150036961,1299.68756498769,1972,1953,0.987079456326898,1,0.883116883116883,0.883116883116883,1,1,0.94005994005994,0.94005994005994,1,0.000999000999000999,0.124875124875125,0.124875124875125,0.000999000999000999,0.000999000999000999,0.0779220779220779,0.0779220779220779,0.000999000999000999,0.999321666993397,0.000678333006602693,0.000120838853133649,0.999523572375682,0.000476427624317599,0.000120838853133649,0.999200992012735,0.000120756894049408,0.000678251093215685
"Haematopus ostralegus",4289611.22431093,3796782.49953752,4334842.08622447,3817834.82248144,49890.1911278855,21052.3229439221,45230.8619135404,609,711,0.93521773090762,1,0.94005994005994,0.94005994005994,1,1,0.929070929070929,0.929070929070929,1,0.000999000999000999,0.0679320679320679,0.0679320679320679,0.000999000999000999,0.001998001998002,0.0649350649350649,0.0649350649350649,0.001998001998002,0.998144383206092,0.00185561679390824,0.00848038438872199,0.998144383206092,0.00185561679390824,0.00848038438872199,0.989695309346597,0.00846478124973849,0.00183990940366447
"Hieraaetus pennatus",4275702.8861826,2366988.73933373,4163388.81102234,2348042.71363424,113900.848850702,-18946.0256994935,-112314.07516026,354,413,0.904386791004098,1,0.84015984015984,0.84015984015984,1,1,0.82017982017982,0.82017982017982,1,0.000999000999000999,0.140859140859141,0.140859140859141,0.000999000999000999,0.000999000999000999,0.151848151848152,0.151848151848152,0.000999000999000999,0.993045164820137,0.00695483517986322,0.00447953216804116,0.993045164820137,0.00695483517986322,0.00447953216804116,0.988627587167131,0.00444851635102254,0.00692389648184693
"Hippolais icterina",4850145.05389221,3501467.49234466,4859013.4390088,3509694.8391536,12097.0033516887,8227.34680894203,8868.38511659019,1158,1148,0.971602678899113,1,0.982017982017982,0.982017982017982,1,1,0.982017982017982,0.982017982017982,1,0.000999000999000999,0.032967032967033,0.032967032967033,0.000999000999000999,0.000999000999000999,0.015984015984016,0.015984015984016,0.000999000999000999,0.9984932013354,0.00150679866459971,0.00533194918141791,0.9984932013354,0.00150679866459971,0.00533194918141791,0.993177265686761,0.00532395778111432,0.00149877653212474
"Hippolais olivetorum",5480425.40831683,1923282.32429829,5470811.30333022,2035736.70913065,112864.607750692,112454.384832358,-9614.10498660523,60,62,0.819192168215799,0.997002997002997,0.973026973026973,0.973026973026973,1,0.999000999000999,0.975024975024975,0.975024975024975,1,0.003996003996004,0.025974025974026,0.025974025974026,0.000999000999000999,0.003996003996004,0.037962037962038,0.037962037962038,0.000999000999000999,0.961631395996825,0.0383686040031746,0.00867310395808569,0.961631395996825,0.0383686040031746,0.00867310395808569,0.953608403862873,0.00834310544284593,0.0380484906942813
"Hippolais polyglotta",3688698.15157536,2372996.60132898,3726066.92918548,2434047.73629726,71579.7919876106,61051.1349682803,37368.7776101176,530,585,0.921478799084266,1,0.812187812187812,0.812187812187812,1,0.999000999000999,0.826173826173826,0.826173826173826,1,0.001998001998002,0.225774225774226,0.225774225774226,0.000999000999000999,0.001998001998002,0.215784215784216,0.215784215784216,0.000999000999000999,0.9730503849452,0.0269496150547994,0,0.9730503849452,0.0269496150547994,0,0.973050384945201,0,0.0269496150547995
"Jynx torquilla",4640771.80717323,3196911.58907887,4619917.35972031,3151449.51011262,50017.0831066701,-45462.0789662469,-20854.4474529121,1691,1709,0.964481197226783,1,0.823176823176823,0.823176823176823,1,1,0.843156843156843,0.843156843156843,1,0.000999000999000999,0.173826173826174,0.173826173826174,0.000999000999000999,0.000999000999000999,0.170829170829171,0.170829170829171,0.000999000999000999,0.999087611878009,0.000912388121991411,0.000542725932376236,0.999087611878009,0.000912388121991411,0.000542725932376236,0.998545875578972,0.000542231024182205,0.000911893396845572
"Lanius collurio",4716047.8210781,3114867.81222641,4679287.97953981,3102833.8305746,38679.486350209,-12033.9816518109,-36759.8415382858,1609,1625,0.971514834265404,1,0.655344655344655,0.655344655344655,1,1,0.671328671328671,0.671328671328671,1,0.000999000999000999,0.352647352647353,0.352647352647353,0.000999000999000999,0.000999000999000999,0.328671328671329,0.328671328671329,0.000999000999000999,0.997157338906307,0.00284266109369277,6.98750114581805e-05,0.997157338906307,0.00284266109369277,6.98750114581805e-05,0.997087860578361,6.96763943215772e-05,0.00284246302731748
"Lanius minor",5177956.91773323,2604391.86619594,5421297.53598173,2664057.05530073,250548.580679424,59665.1891047917,243340.618248502,424,342,0.789183618541066,1,0.974025974025974,0.974025974025974,1,1,0.972027972027972,0.972027972027972,1,0.000999000999000999,0.027972027972028,0.027972027972028,0.000999000999000999,0.000999000999000999,0.023976023976024,0.023976023976024,0.000999000999000999,0.998119217968663,0.00188078203133695,0.0520324450947824,0.998119217968663,0.00188078203133695,0.0520324450947824,0.946277238849364,0.0519396663104095,0.00178309484022669
"Lanius senator",4116512.5339208,2238715.10934865,4110578.785092,2158789.70147886,80145.3691632625,-79925.4078697897,-5933.74882880831,599,504,0.886699563007138,1,1,1,1,1,1,1,1,0.001998001998002,0.277722277722278,0.277722277722278,0.001998001998002,0.001998001998002,0.294705294705295,0.294705294705295,0.000999000999000999,1,0,0.0711781818570542,1,0,0.0668080236153267,0.928821818142946,0.0711781818570542,0
"Larus ridibundus",4542400.67912562,3547062.68981902,4588293.69109269,3529282.94752142,49216.7429192431,-17779.7422976037,45893.0119670704,1365,1320,0.944046586198753,1,1,1,1,1,1,1,1,0.000999000999000999,0.347652347652348,0.347652347652348,0.000999000999000999,0.001998001998002,0.395604395604396,0.395604395604396,0.001998001998002,1,0,0.00202916303733062,1,0,0.00202916303733062,0.997970836962669,0.00202916303733062,0
"Limosa limosa",4772003.28056169,3392012.65852863,4728751.84730697,3603788.17738625,216147.072304951,211775.518857619,-43251.4332547244,547,392,0.864925415182541,0.999000999000999,0.962037962037962,0.962037962037962,1,0.999000999000999,0.964035964035964,0.964035964035964,1,0.000999000999000999,0.030969030969031,0.030969030969031,0.000999000999000999,0.001998001998002,0.040959040959041,0.040959040959041,0.000999000999000999,0.997977539481592,0.00202246051840832,0.0084669619363664,0.997977539481592,0.00202246051840832,0.0084669619363664,0.989544646699204,0.00844998253845334,0.00200537076234306
"Linaria cannabina",4498050.71689268,2984018.87815978,4493354.74858338,3003262.19398291,19808.0115667968,19243.3158231215,-4695.96830930095,1851,1849,0.984477906141745,1,0.427572427572428,0.427572427572428,1,1,0.425574425574426,0.425574425574426,1,0.000999000999000999,0.593406593406593,0.593406593406593,0.000999000999000999,0.000999000999000999,0.573426573426573,0.573426573426573,0.000999000999000999,0.996936398246356,0.00306360175364387,0,0.996936398246356,0.00306360175364387,0,0.996936398246356,0,0.00306360175364387
"Locustella fluviatilis",5096685.22808826,3316112.35366568,5020762.76666901,3426765.16861984,134194.879206461,110652.814954159,-75922.461419248,671,823,0.861926065090678,0.998001998001998,0.923076923076923,0.923076923076923,1,0.997002997002997,0.927072927072927,0.927072927072927,1,0.002997002997003,0.0709290709290709,0.0709290709290709,0.000999000999000999,0.001998001998002,0.0939060939060939,0.0939060939060939,0.000999000999000999,0.992020014856705,0.00797998514329494,0.0113314870797554,0.992020014856705,0.00797998514329494,0.0112531402581197,0.980867647929224,0.011242078547268,0.00789027352350798
"Locustella luscinioides",4677881.15566857,2957270.96162212,4837610.73471158,3089756.69187612,207523.509854166,132485.730253996,159729.57904301,738,893,0.848879462083968,0.994005994005994,0.858141858141858,0.858141858141858,1,0.997002997002997,0.846153846153846,0.846153846153846,1,0.003996003996004,0.12987012987013,0.12987012987013,0.001998001998002,0.00599400599400599,0.145854145854146,0.145854145854146,0.000999000999000999,0.995977390958712,0.0040226090412876,0.00562622948453445,0.995977390958712,0.0040226090412876,0.00553967084932069,0.990396208363184,0.00560372418710878,0.00400006744970766
"Locustella naevia",4499298.37509535,3340706.34966947,4489480.07126835,3372809.04425756,33570.5539104683,32102.6945880945,-9818.30382699519,1140,1209,0.945760981122947,1,0.967032967032967,0.967032967032967,1,1,0.966033966033966,0.966033966033966,1,0.000999000999000999,0.03996003996004,0.03996003996004,0.000999000999000999,0.000999000999000999,0.035964035964036,0.035964035964036,0.000999000999000999,0.999425287351849,0.000574712648150795,0.010214988348243,0.999425287351849,0.000574712648150795,0.010214988348243,0.989221977095259,0.010209177600084,0.000568845304656809
"Lophophanes cristatus",4418649.00408544,3212738.35959508,4419642.27975833,3167215.26679344,45533.9277329419,-45523.0928016366,993.275672894903,1410,1411,0.962412381580421,1,0.998001998001998,0.998001998001998,1,1,0.996003996003996,0.996003996003996,1,0.000999000999000999,0.002997002997003,0.002997002997003,0.000999000999000999,0.000999000999000999,0.00599400599400599,0.00599400599400599,0.000999000999000999,0.998261024042815,0.00173897595718489,0.000554750444477299,0.998261024042815,0.00173897595718489,0.000554750444477299,0.997708200782815,0.000553786281028459,0.00173801293615677
"Loxia curvirostra",4457602.17698412,3391729.22479127,4411534.66487316,3355546.05470213,58578.4727506019,-36183.1700891405,-46067.5121109588,1216,1353,0.94328833728749,1,0.533466533466533,0.533466533466533,1,1,0.525474525474525,0.525474525474525,1,0.000999000999000999,0.464535464535465,0.464535464535465,0.000999000999000999,0.001998001998002,0.483516483516484,0.483516483516484,0.001998001998002,0.998022496774454,0.00197750322554579,0.00364679272058593,0.998022496774454,0.00197750322554579,0.00364679272058593,0.994390086686465,0.00363960742340849,0.00197030589012628
"Loxia pytyopsittacus",4745435.91820669,4370254.00407957,4769552.64532564,4359728.69490032,26313.4691792733,-10525.3091792492,24116.7271189475,403,378,0.933802766034547,1,0.929070929070929,0.929070929070929,1,1,0.918081918081918,0.918081918081918,1,0.000999000999000999,0.0859140859140859,0.0859140859140859,0.000999000999000999,0.001998001998002,0.0719280719280719,0.0719280719280719,0.001998001998002,0.969661440142944,0.0303385598570557,0.00330324348757728,0.969661440142944,0.0303385598570557,0.00330324348757728,0.966555276271171,0.00320334886299633,0.0302413748658327
"Lullula arborea",4532536.62108475,2846169.07074341,4571417.21196413,2931251.52695558,93545.3082854847,85082.4562121728,38880.5908793844,1413,1570,0.945665688397012,1,0.562437562437562,0.562437562437562,1,1,0.559440559440559,0.559440559440559,1,0.000999000999000999,0.41958041958042,0.41958041958042,0.000999000999000999,0.000999000999000999,0.428571428571429,0.428571428571429,0.000999000999000999,0.998128448526875,0.001871551473125,0.00151283942497567,0.998128448526875,0.001871551473125,0.00151283942497567,0.996621262249196,0.00151001234350505,0.00186872540729907
"Luscinia luscinia",5116178.41081838,3591673.38793796,5114231.6518246,3609429.39740233,17862.411446348,17756.0094643696,-1946.75899377372,716,717,0.971608377147218,1,1,1,1,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,1,0,0.0147444911930944,1,0,0.0147444911930944,0.985255508806906,0.0147444911930944,0
"Luscinia megarhynchos",4280102.57940533,2556537.70146345,4297518.66347905,2582271.14880981,31072.9833905748,25733.4473463604,17416.0840737242,1122,1145,0.97463779530919,1,0.832167832167832,0.832167832167832,1,1,0.823176823176823,0.823176823176823,1,0.000999000999000999,0.193806193806194,0.193806193806194,0.000999000999000999,0.002997002997003,0.165834165834166,0.165834165834166,0.002997002997003,0.998729963124956,0.00127003687504433,0.000341148848609,0.999049663099428,0.000950336900571957,0.000341148848609,0.998389680121876,0.000340715724613841,0.00126960415351016
"Melanitta fusca",4781800.40507705,4585545.785002,4802106.75321226,4570722.52904464,25141.1354510066,-14823.2559573576,20306.3481352143,197,166,0.915583580168428,1,1,1,1,1,1,1,1,0.000999000999000999,0.00599400599400599,0.00599400599400599,0.000999000999000999,0.000999000999000999,0.00799200799200799,0.00799200799200799,0.000999000999000999,1,0,0.0270166742248949,1,0,0.0270166742248949,0.972983325775105,0.0270166742248949,0
"Melanitta nigra",4544350.56905836,4653000.70673265,4607139.71174396,4697885.96097824,77182.6566521502,44885.2542455858,62789.1426856015,182,155,0.900224488265556,1,0.948051948051948,0.948051948051948,1,1,0.95004995004995,0.95004995004995,1,0.000999000999000999,0.04995004995005,0.04995004995005,0.000999000999000999,0.002997002997003,0.044955044955045,0.044955044955045,0.002997002997003,0.998090562271859,0.00190943772814068,0.00246528522679084,0.998090562271859,0.00190943772814068,0.00246528522679084,0.995634671113363,0.00246058950092235,0.00190473938571415
"Melanocorypha calandra",4464398.95616627,2224605.1340614,4404411.50263324,2218728.55523146,60274.6112399091,-5876.57882994041,-59987.453533032,313,264,0.894494407049753,1,0.825174825174825,0.825174825174825,1,1,0.839160839160839,0.839160839160839,1,0.000999000999000999,0.177822177822178,0.177822177822178,0.000999000999000999,0.000999000999000999,0.156843156843157,0.156843156843157,0.000999000999000999,0.999744589271464,0.000255410728536062,0.0280651668723929,0.999744589271464,0.000255410728536062,0.0280651668723929,0.971693555783817,0.0280581998529126,0.000248244363270219
"Merops apiaster",4536226.92056102,2429222.90722037,4577895.04748118,2559256.57090021,136546.645843231,130033.663679844,41668.1269201525,639,1019,0.85128772470453,0.999000999000999,0.619380619380619,0.619380619380619,1,0.998001998001998,0.627372627372627,0.627372627372627,1,0.000999000999000999,0.380619380619381,0.380619380619381,0.000999000999000999,0.000999000999000999,0.371628371628372,0.371628371628372,0.000999000999000999,0.998463645068172,0.00153635493182738,0.000361576278018486,0.998463645068172,0.00153635493182738,0.000361576278018486,0.998103178755448,0.000361020969071098,0.00153580027548106
"Milvus milvus",4153182.55229789,2772572.71765743,4174458.09052313,2969205.42878582,197780.362049605,196632.711128385,21275.5382252424,586,718,0.819919944706864,0.993006993006993,0.654345654345654,0.654345654345654,1,0.996003996003996,0.62037962037962,0.62037962037962,1,0.004995004995005,0.3996003996004,0.3996003996004,0.000999000999000999,0.004995004995005,0.384615384615385,0.384615384615385,0.000999000999000999,0.975603237246081,0.0243967627539195,0.0242282253785317,0.975603237246081,0.0243967627539195,0.0242282253785317,0.952529132833041,0.0236511150559248,0.0238197521110345
"Monticola solitarius",4145574.76035679,2043748.78108138,4164741.18014824,2049954.85904882,20146.1423443794,6206.07796743652,19166.4197914503,381,402,0.960814317001354,1,0.884115884115884,0.884115884115884,1,1,0.89010989010989,0.89010989010989,1,0.000999000999000999,0.12987012987013,0.12987012987013,0.000999000999000999,0.001998001998002,0.115884115884116,0.115884115884116,0.001998001998002,0.992909927191397,0.00709007280860265,0.00399000582869996,0.992909927191397,0.00709007280860265,0.00399000582869996,0.988976188368994,0.0039618284747443,0.00706198315626151
"Numenius arquata",4497629.86217134,3754725.00194926,4450596.78858271,3790290.09973804,58965.9748661746,35565.0977887795,-47033.0735886237,964,914,0.940934251061373,1,0.898101898101898,0.898101898101898,1,1,0.904095904095904,0.904095904095904,1,0.000999000999000999,0.101898101898102,0.101898101898102,0.000999000999000999,0.000999000999000999,0.0979020979020979,0.0979020979020979,0.000999000999000999,0.998762860867804,0.00123713913219644,0.00497902831763075,0.998762860867804,0.00123713913219644,0.00497902831763075,0.993796113837324,0.00497289919867837,0.00123098696399729
"Numenius phaeopus",4551412.26825126,4608862.33640739,4577247.0629496,4643754.7500057,43415.6324820994,34892.413598313,25834.7946983324,365,348,0.95736318100681,1,0.89010989010989,0.89010989010989,1,1,0.9000999000999,0.9000999000999,1,0.000999000999000999,0.10989010989011,0.10989010989011,0.000999000999000999,0.000999000999000999,0.101898101898102,0.101898101898102,0.000999000999000999,0.999917511515646,8.24884843538177e-05,0.011256603292604,0.999917511515646,8.24884843538177e-05,0.011256603292604,0.988662754776244,0.011255685203815,8.15600199409913e-05
"Oenanthe hispanica",4128374.46073069,2048880.90422592,4108821.08345784,2009032.15013274,44387.5857144025,-39848.7540931839,-19553.3772728494,339,273,0.927156204059645,1,0.916083916083916,0.916083916083916,1,1,0.923076923076923,0.923076923076923,1,0.002997002997003,0.0719280719280719,0.0719280719280719,0.002997002997003,0.001998001998002,0.0729270729270729,0.0729270729270729,0.001998001998002,0.998686558729369,0.00131344127063099,0.00651160313459431,0.998686558729369,0.00131344127063099,0.00651160313459431,0.992191994032548,0.00650310614481892,0.00130489982263309
"Oenanthe leucura",3199234.01192871,1966114.10919474,3214732.1150592,1939785.92546665,30551.0140431251,-26328.1837280896,15498.1031304863,108,76,0.855405665056361,1,1,1,1,0.999000999000999,1,1,0.999000999000999,0.001998001998002,0.004995004995005,0.004995004995005,0.000999000999000999,0.001998001998002,0.003996003996004,0.003996003996004,0.000999000999000999,1,0,0.0931068242303412,1,0,0.0931068242303412,0.906893175769659,0.0931068242303412,0
"Oenanthe oenanthe",4560292.41010727,3302402.3245689,4575035.77153171,3326325.12830435,28101.0185697355,23922.8037354522,14743.3614244396,1868,1760,0.962927619982435,1,1,1,1,1,1,1,1,0.000999000999000999,1,1,0.000999000999000999,0.000999000999000999,1,1,0.000999000999000999,1,0,0.00068120355147552,1,0,0.000433060454786232,0.999318796448524,0.00068120355147552,0
"Oriolus oriolus",4581557.33502194,2876959.94926322,4583138.28514963,2906095.89317517,29178.8044811068,29135.9439119515,1580.95012769941,1508,1512,0.967828329250912,1,1,1,1,1,1,1,1,0.000999000999000999,0.0869130869130869,0.0869130869130869,0.000999000999000999,0.001998001998002,0.0839160839160839,0.0839160839160839,0.000999000999000999,1,0,0.0115624490598667,1,0,0.0115052805606373,0.988437550940133,0.0115624490598667,0
"Otus scops",4343352.78564333,2272963.71891588,4473262.17874725,2352920.52113439,152543.569637132,79956.8022185122,129909.393103918,669,769,0.902940891028736,0.997002997002997,0.631368631368631,0.631368631368631,1,1,0.626373626373626,0.626373626373626,1,0.001998001998002,0.362637362637363,0.362637362637363,0.001998001998002,0.000999000999000999,0.383616383616384,0.383616383616384,0.000999000999000999,0.999591411424225,0.000408588575774675,0.00135275231579557,0.999591411424225,0.000408588575774675,0.00135275231579557,0.998239763573798,0.0013522003440405,0.000408036082161941
"Passer italiae",4483771.18957587,2222595.5666285,4451198.73415717,2269979.83016841,57499.8546365327,47384.2635399024,-32572.4554187041,155,158,0.903403286455956,1,0.992007992007992,0.992007992007992,1,1,0.996003996003996,0.996003996003996,1,0.000999000999000999,0.010989010989011,0.010989010989011,0.000999000999000999,0.000999000999000999,0.00799200799200799,0.00799200799200799,0.000999000999000999,0.93252682026979,0.06747317973021,0.0116124542772003,0.93252682026979,0.06747317973021,0.0116124542772003,0.922420638725694,0.0108374164950801,0.0667419447792263
"Perdix perdix",4659074.89964466,3083156.60356824,4716495.080951,3133842.36278256,76590.6221960921,50685.7592143188,57420.181306337,1329,1196,0.91647909504286,1,1,1,1,1,1,1,1,0.000999000999000999,0.0919080919080919,0.0919080919080919,0.000999000999000999,0.001998001998002,0.114885114885115,0.114885114885115,0.001998001998002,1,0,0.0196160428700131,1,0,0.0196160428700131,0.980383957129987,0.0196160428700131,0
"Periparus ater",4385704.52990237,3149300.75186564,4427217.5444459,3156293.66883854,42097.8771944788,6992.91697290074,41513.0145435324,1691,1671,0.966956747352929,1,0.67032967032967,0.67032967032967,1,1,0.683316683316683,0.683316683316683,1,0.000999000999000999,0.313686313686314,0.313686313686314,0.000999000999000999,0.000999000999000999,0.34965034965035,0.34965034965035,0.000999000999000999,0.998312813099217,0.0016871869007833,3.90031785823724e-05,0.998312813099217,0.0016871869007833,3.90031785823724e-05,0.998273941418354,3.89373754926787e-05,0.00168712120615342
