"species","centroid_hist_X","centroid_hist_Y","centroid_rec_X","centroid_rec_Y","centroid_dist","centroid_NS_shift","centroid_EW_shift","n_cells_hist","n_cells_rec","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","range_stability_NA","range_expansion_NA","range_unfilling_NA","range_stability_A","range_expansion_A","range_unfilling_A","range_stability_std","range_unfilling_std","range_expansion_std"
"Pernis apivorus",4611010.91100909,3162421.46258237,4608055.51840026,3109973.67340266,52530.9902372973,-52447.7891797042,-2955.39260883164,1413,1564,0.935463497037351,1,0.967032967032967,0.967032967032967,1,1,0.974025974025974,0.974025974025974,1,0.000999000999000999,0.027972027972028,0.027972027972028,0.000999000999000999,0.001998001998002,0.027972027972028,0.027972027972028,0.001998001998002,0.999822849068349,0.000177150931650509,0.00198532414574398,0.999822849068349,0.000177150931650509,0.00198532414574398,0.99783822756635,0.00198497314184101,0.000176799291809131
"Phasianus colchicus",4477093.90831378,3052172.15265678,4452696.09499482,3068946.63327725,29608.0478051725,16774.4806204611,-24397.8133189669,1334,1383,0.933936567727922,1,0.845154845154845,0.845154845154845,1,1,0.852147852147852,0.852147852147852,1,0.000999000999000999,0.136863136863137,0.136863136863137,0.000999000999000999,0.001998001998002,0.15984015984016,0.15984015984016,0.001998001998002,0.987339820277459,0.012660179722541,0.00540019465388964,0.987339820277459,0.012660179722541,0.00540019465388964,0.98207513501624,0.00533219176730798,0.0125926732164518
"Phoenicurus phoenicurus",4542056.64071806,3297466.76449058,4544096.695362,3293727.78597209,4259.31723542477,-3738.9785184944,2040.05464393087,1758,1743,0.976138245341605,1,0.929070929070929,0.929070929070929,1,1,0.917082917082917,0.917082917082917,1,0.001998001998002,0.0969030969030969,0.0969030969030969,0.001998001998002,0.001998001998002,0.110889110889111,0.110889110889111,0.001998001998002,0.998357152329723,0.00164284767027684,0.000234199922635448,0.998357152329723,0.00164284767027684,0.000234199922635448,0.998123721194775,0.00023381525779971,0.00164246354742529
"Phylloscopus bonelli",3753794.66774978,2421929.15546664,3747654.69224032,2372066.25807775,50239.5047275779,-49862.8973888969,-6139.97550945124,474,464,0.936482435172451,1,0.924075924075924,0.924075924075924,1,1,0.922077922077922,0.922077922077922,1,0.000999000999000999,0.0809190809190809,0.0809190809190809,0.000999000999000999,0.000999000999000999,0.114885114885115,0.114885114885115,0.000999000999000999,0.994525336822963,0.00547466317703698,0.00389597813563919,0.994525336822963,0.00547466317703698,0.00389597813563919,0.990671818061039,0.00387473161240312,0.00545345032655766
"Phylloscopus trochilus",4594968.40269571,3540729.71852102,4583516.63381547,3556192.12587368,19241.3370540183,15462.4073526654,-11451.7688802462,1497,1467,0.963496118979502,1,1,1,1,1,1,1,1,0.000999000999000999,0.0889110889110889,0.0889110889110889,0.000999000999000999,0.001998001998002,0.0999000999000999,0.0999000999000999,0.001998001998002,1,0,0.0122771082678501,1,0,0.0122771082678501,0.98772289173215,0.0122771082678501,0
"Pica pica",4521627.90100551,3180793.40634135,4522341.72150759,3177615.21839606,3257.36370778389,-3178.1879452928,713.820502075367,2015,2016,0.989178525807669,1,0.894105894105894,0.894105894105894,1,1,0.899100899100899,0.899100899100899,1,0.000999000999000999,0.0919080919080919,0.0919080919080919,0.000999000999000999,0.000999000999000999,0.106893106893107,0.106893106893107,0.000999000999000999,0.996677468266923,0.00332253173307684,0,0.996677468266923,0.00332253173307684,0,0.996677468266923,0,0.00332253173307684
"Picus canus",4845643.19056474,3217032.47603196,4925339.63806617,3369577.13968806,172108.681228751,152544.663656099,79696.4475014256,891,1063,0.891331751680973,1,0.984015984015984,0.984015984015984,1,1,0.979020979020979,0.979020979020979,1,0.001998001998002,0.021978021978022,0.021978021978022,0.001998001998002,0.000999000999000999,0.020979020979021,0.020979020979021,0.000999000999000999,0.97578868768485,0.0242113123151502,0.0120657581409523,0.97578868768485,0.0242113123151502,0.0120657581409523,0.964296755309532,0.0117770707124958,0.0239261739779724
"Pluvialis apricaria",4464320.89965661,4365162.54705354,4484158.34904432,4408923.28786656,48047.1313890226,43760.740813015,19837.4493877143,548,515,0.955657600461162,1,0.915084915084915,0.915084915084915,1,1,0.929070929070929,0.929070929070929,1,0.001998001998002,0.0889110889110889,0.0889110889110889,0.001998001998002,0.001998001998002,0.0789210789210789,0.0789210789210789,0.001998001998002,0.999914663296282,8.53367037181709e-05,0.00441443389217271,0.999914663296282,8.53367037181709e-05,0.00441443389217271,0.995500981135744,0.00441405884176997,8.49600224865962e-05
"Poecile lugubris",5423218.7025234,2188609.15091841,5428456.16114766,2180917.30020466,9305.67247668756,-7691.85071374755,5237.45862425677,103,93,0.915940916901201,1,0.999000999000999,0.999000999000999,1,1,1,1,1,0.000999000999000999,0.004995004995005,0.004995004995005,0.000999000999000999,0.000999000999000999,0.002997002997003,0.002997002997003,0.000999000999000999,0.97575044979479,0.0242495502052104,0.0131279356726309,0.97575044979479,0.0242495502052104,0.0131279356726309,0.963247507163773,0.0128136683243608,0.0239388245118659
"Poecile montanus",4668171.77606902,3540129.51685633,4700021.69982263,3534029.3536484,32428.8395455987,-6100.16320793796,31849.9237536089,1321,1273,0.94482479550989,1,0.929070929070929,0.929070929070929,1,1,0.924075924075924,0.924075924075924,1,0.000999000999000999,0.0719280719280719,0.0719280719280719,0.000999000999000999,0.000999000999000999,0.0689310689310689,0.0689310689310689,0.000999000999000999,0.997996159855427,0.00200384014457286,0.01578147190071,0.997996159855427,0.00200384014457286,0.01578147190071,0.982277374596311,0.0157503464355946,0.00197227896809429
"Poecile palustris",4584853.14287424,3073138.5500867,4592257.16530753,3060842.01260451,14353.5494649828,-12296.5374821923,7404.02243329585,1396,1363,0.973294239562116,1,1,1,1,1,0.998001998001998,0.998001998001998,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.996021473470793,0.00397852652920674,0.000148475805853342,0.996021473470793,0.00397852652920674,0.000148475805853342,0.99587417665762,0.000147885178278792,0.00397793816410168
"Porzana porzana",4837134.10176419,3286986.13476398,4826982.9250662,3473042.31557327,186332.897808446,186056.180809289,-10151.1766979983,924,857,0.863114403920836,1,0.871128871128871,0.871128871128871,1,0.999000999000999,0.877122877122877,0.877122877122877,1,0.003996003996004,0.113886113886114,0.113886113886114,0.001998001998002,0.000999000999000999,0.115884115884116,0.115884115884116,0.000999000999000999,0.99866885757084,0.00133114242915968,0.0221718631296826,0.99866885757084,0.00133114242915968,0.0221563764076442,0.97655533031283,0.0221430027484775,0.00130166693869218
"Prunella modularis",4441690.3080084,3349006.01745596,4395630.87188081,3398293.01559923,67458.7269548257,49286.9981432674,-46059.4361275872,1694,1576,0.948535558559137,1,0.966033966033966,0.966033966033966,1,1,0.974025974025974,0.974025974025974,1,0.000999000999000999,0.027972027972028,0.027972027972028,0.000999000999000999,0.000999000999000999,0.02997002997003,0.02997002997003,0.000999000999000999,0.999726246378308,0.000273753621692672,0.00630468546267669,0.999726246378308,0.000273753621692672,0.00630468546267669,0.993425001428598,0.00630297041068639,0.000272028160715324
"Ptyonoprogne rupestris",4105647.4712724,2173923.70675346,4075478.46438058,2198002.39400489,38599.8984013115,24078.6872514393,-30169.0068918243,460,520,0.925889261518542,0.997002997002997,0.72027972027972,0.72027972027972,1,0.999000999000999,0.74025974025974,0.74025974025974,1,0.000999000999000999,0.244755244755245,0.244755244755245,0.000999000999000999,0.001998001998002,0.268731268731269,0.268731268731269,0.000999000999000999,0.97102460815751,0.0289753918424898,0,0.97102460815751,0.0289753918424898,0,0.97102460815751,0,0.0289753918424898
"Pyrrhula pyrrhula",4444170.86446839,3378963.92951474,4425849.57109979,3413134.82322562,38772.6677918735,34170.893710881,-18321.2933686096,1552,1517,0.967220935569013,1,0.947052947052947,0.947052947052947,1,1,0.936063936063936,0.936063936063936,1,0.001998001998002,0.0639360639360639,0.0639360639360639,0.001998001998002,0.000999000999000999,0.0699300699300699,0.0699300699300699,0.000999000999000999,0.987074395164476,0.0129256048355236,0,0.987074395164476,0.0129256048355236,0,0.987074395164476,0,0.0129256048355236
"Rallus aquaticus",4460803.73573649,2965142.03331019,4497145.98338147,3089432.67177559,129494.871612842,124290.638465402,36342.2476449832,1461,1528,0.92202176886812,1,0.589410589410589,0.589410589410589,1,1,0.572427572427572,0.572427572427572,1,0.000999000999000999,0.396603396603397,0.396603396603397,0.000999000999000999,0.000999000999000999,0.397602397602398,0.397602397602398,0.000999000999000999,0.999529317748721,0.000470682251278791,0.00149182739009014,0.999529317748721,0.000470682251278791,0.00149182739009014,0.998038893334937,0.00149112626044973,0.000469980404613582
"Regulus ignicapilla",4200804.38557764,2653332.25566735,4258748.24560309,2777520.55460808,137040.959236426,124188.298940728,57943.8600254422,961,1214,0.866018931836552,1,0.839160839160839,0.839160839160839,1,1,0.831168831168831,0.831168831168831,1,0.004995004995005,0.138861138861139,0.138861138861139,0.000999000999000999,0.001998001998002,0.173826173826174,0.173826173826174,0.000999000999000999,0.935528667501405,0.0644713324985954,3.83398355057992e-05,0.936109207977382,0.0638907920226178,3.83398355057992e-05,0.935495111861974,3.58681038824701e-05,0.0644690200341438
"Regulus regulus",4424351.38195662,3379294.98303807,4424500.4052141,3386349.62485033,7056.21563095845,7054.64181226166,149.023257486522,1534,1545,0.979622530030624,1,0.741258741258741,0.741258741258741,1,1,0.921078921078921,0.921078921078921,1,0.000999000999000999,0.24975024975025,0.24975024975025,0.000999000999000999,0.000999000999000999,0.0739260739260739,0.0739260739260739,0.000999000999000999,0.995912327929132,0.00408767207086776,0.000269003875653762,0.999345643293662,0.000654356706338061,0.000269003875653762,0.995645518464551,0.000267904570612063,0.00408657696483681
"Remiz pendulinus",4801719.22878421,2886230.11169267,4905114.46628972,2972974.73980204,134963.7197348,86744.6281093671,103395.237505512,912,930,0.890077271459037,1,0.966033966033966,0.966033966033966,1,0.999000999000999,0.964035964035964,0.964035964035964,1,0.000999000999000999,0.036963036963037,0.036963036963037,0.000999000999000999,0.001998001998002,0.035964035964036,0.035964035964036,0.000999000999000999,0.986182669875749,0.0138173301242511,0.00831350410520399,0.986182669875749,0.0138173301242511,0.00831350410520399,0.978096390554916,0.00819957556326966,0.0137040338818146
"Riparia riparia",4553184.32704036,3293537.71447202,4524214.70922225,3285453.16802463,30076.5464737462,-8084.54644739442,-28969.6178181097,1735,1673,0.949330295533161,1,1,1,1,1,1,1,1,0.000999000999000999,0.0769230769230769,0.0769230769230769,0.000999000999000999,0.000999000999000999,0.0919080919080919,0.0919080919080919,0.000999000999000999,1,0,0.00871183149563537,1,0,0.00871183149563537,0.991288168504365,0.00871183149563537,0
"Saxicola rubetra",4627430.90659044,3346608.02759567,4682015.68804966,3405865.81492527,80566.6415221048,59257.787329603,54584.7814592207,1709,1576,0.941015906551122,1,0.883116883116883,0.883116883116883,1,1,0.87012987012987,0.87012987012987,1,0.000999000999000999,0.126873126873127,0.126873126873127,0.000999000999000999,0.000999000999000999,0.141858141858142,0.141858141858142,0.000999000999000999,0.999984266590331,1.57334096690116e-05,0.00618737461432641,0.999984266590331,1.57334096690116e-05,0.00618737461432641,0.993797086069159,0.00618727786814904,1.5636062691576e-05
"Scolopax rusticola",4484725.14581507,3457840.56390893,4576032.07670601,3516643.0377238,108603.345047337,58802.4738148656,91306.9308909411,1408,1351,0.932503332110005,1,0.854145854145854,0.854145854145854,1,1,0.986013986013986,0.986013986013986,1,0.000999000999000999,0.152847152847153,0.152847152847153,0.000999000999000999,0.001998001998002,0.017982017982018,0.017982017982018,0.001998001998002,0.997790128144571,0.0022098718554292,0.000913129273487173,0.999804871532024,0.000195128467975718,0.000913129273487173,0.996881028374678,0.000911113213339478,0.00220785841198193
"Serinus serinus",4440046.18623851,2679495.143247,4452436.72632166,2750394.53290019,71973.9462357492,70899.3896531863,12390.5400831513,1328,1383,0.940250437273883,1,0.711288711288711,0.711288711288711,1,1,0.735264735264735,0.735264735264735,1,0.000999000999000999,0.306693306693307,0.306693306693307,0.000999000999000999,0.000999000999000999,0.308691308691309,0.308691308691309,0.000999000999000999,0.995511066138847,0.00448893386115321,0.0016250217656948,0.995790655076259,0.00420934492374097,0.0016250217656948,0.993900589110755,0.00161773895124885,0.00448167193799644
"Sitta europaea",4527460.67691265,2976427.37188644,4502727.29022691,3000868.50237885,34772.2486574225,24441.1304924153,-24733.3866857402,1588,1661,0.951409683567402,1,0.79020979020979,0.79020979020979,1,1,0.783216783216783,0.783216783216783,1,0.000999000999000999,0.203796203796204,0.203796203796204,0.000999000999000999,0.000999000999000999,0.218781218781219,0.218781218781219,0.000999000999000999,0.998406424951605,0.0015935750483953,0.00334077254925909,0.998406424951605,0.0015935750483953,0.00334077254925909,0.995076273733104,0.00333546653474483,0.00158825973215077
"Sitta neumayer",5366103.78850138,1972284.04522092,5352159.89992804,1968106.40017902,14556.2614239308,-4177.6450418944,-13943.8885733411,58,63,0.939317453196348,1,0.998001998001998,0.998001998001998,1,1,0.999000999000999,0.999000999000999,1,0.001998001998002,0.004995004995005,0.004995004995005,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.985512809759255,0.0144871902407455,0.0039966536580641,0.985512809759255,0.0144871902407455,0.0039966536580641,0.981630893088464,0.00393898144432927,0.0144301254672067
"Somateria mollissima",4186891.11858155,4274305.7182233,4203024.75020766,4233781.93157783,43617.3285923704,-40523.7866454693,16133.6316261189,290,317,0.942182528646014,1,0.741258741258741,0.741258741258741,1,1,0.698301698301698,0.698301698301698,1,0.001998001998002,0.2997002997003,0.2997002997003,0.001998001998002,0.000999000999000999,0.256743256743257,0.256743256743257,0.000999000999000999,0.99504857454839,0.00495142545160966,0.0107467481304915,0.99504857454839,0.00495142545160966,0.0107467481304915,0.984407420154302,0.0106941054600452,0.00489847438565259
"Spinus spinus",4599602.43691898,3532337.48690265,4551040.22935469,3568765.80699251,60706.7583394702,36428.3200898678,-48562.2075642878,1266,1300,0.940434441452938,1,0.922077922077922,0.922077922077922,1,1,0.909090909090909,0.909090909090909,1,0.000999000999000999,0.0899100899100899,0.0899100899100899,0.000999000999000999,0.000999000999000999,0.0859140859140859,0.0859140859140859,0.000999000999000999,0.998103277819968,0.00189672218003251,0.00254008348948801,0.998103277819968,0.00189672218003251,0.00254008348948801,0.9955728086664,0.00253527787133898,0.00189191346226139
"Sterna paradisaea",4359683.58361184,4406617.39274375,4399247.62162218,4445322.73971396,55348.1434898038,38705.3469702043,39564.0380103448,476,456,0.950162989736944,1,0.914085914085914,0.914085914085914,1,1,0.879120879120879,0.879120879120879,1,0.000999000999000999,0.117882117882118,0.117882117882118,0.000999000999000999,0.001998001998002,0.103896103896104,0.103896103896104,0.001998001998002,0.993732220123915,0.00626777987608489,0,0.993732220123915,0.00626777987608489,0,0.993732220123915,0,0.00626777987608489
"Streptopelia decaocto",4557123.68674843,3050948.82709421,4468871.8993661,2959990.79855723,126734.923882523,-90958.0285369745,-88251.7873823289,1633,1842,0.889655079698409,0.999000999000999,0.596403596403596,0.596403596403596,1,0.999000999000999,0.63036963036963,0.63036963036963,1,0.000999000999000999,0.365634365634366,0.365634365634366,0.000999000999000999,0.001998001998002,0.357642357642358,0.357642357642358,0.001998001998002,0.997928661610251,0.00207133838974875,0,0.998132930033987,0.00186706996601271,0,0.997928661610251,0,0.00207133838974875
"Streptopelia turtur",4529558.47600236,2795167.41133043,4538534.9275997,2750451.88103273,45607.6236289952,-44715.5302977003,8976.45159734786,1562,1500,0.960042582336572,1,1,1,1,1,1,1,1,0.000999000999000999,0.637362637362637,0.637362637362637,0.000999000999000999,0.000999000999000999,0.62037962037962,0.62037962037962,0.000999000999000999,1,0,0.0124461744008744,1,0,0.0124461744008744,0.987553825599126,0.0124461744008744,0
"Strix aluco",4502843.44403163,3009657.70885954,4495848.124557,3020808.79383733,13163.6313657686,11151.084977787,-6995.31947462168,1735,1728,0.976917468286614,1,1,1,1,1,1,1,1,0.000999000999000999,0.010989010989011,0.010989010989011,0.000999000999000999,0.000999000999000999,0.00899100899100899,0.00899100899100899,0.000999000999000999,1,0,0.00458675156893845,1,0,0.00458675156893845,0.995413248431061,0.00458675156893845,0
"Sturnus unicolor",3343406.17977784,2015096.30652639,3363638.9120992,2014281.60786109,20249.1281566176,-814.698665298056,20232.732321362,218,228,0.946644672741658,1,0.815184815184815,0.815184815184815,1,1,0.821178821178821,0.821178821178821,1,0.000999000999000999,0.185814185814186,0.185814185814186,0.000999000999000999,0.000999000999000999,0.175824175824176,0.175824175824176,0.000999000999000999,0.973306983323034,0.0266930166769659,0,0.973306983323034,0.0266930166769659,0,0.973306983323034,0,0.0266930166769659
"Sturnus vulgaris",4582813.08157782,3300117.56955194,4564813.60124755,3272888.35428915,32640.6411699799,-27229.2152627911,-17999.4803302754,1836,1856,0.970354350132734,1,0.501498501498502,0.501498501498502,1,1,0.498501498501498,0.498501498501498,1,0.000999000999000999,0.501498501498502,0.501498501498502,0.000999000999000999,0.000999000999000999,0.467532467532468,0.467532467532468,0.000999000999000999,0.998632899980096,0.00136710001990448,8.9368080217843e-05,0.998632899980096,0.00136710001990448,8.9368080217843e-05,0.998543776072172,8.92459160172275e-05,0.00136697801181091
"Sylvia atricapilla",4485346.1781796,3081917.68452177,4480727.36761334,3107106.8082778,25609.0875792813,25189.1237560236,-4618.81056626327,1949,1996,0.978169840160508,1,0.635364635364635,0.635364635364635,1,1,0.602397602397602,0.602397602397602,1,0.000999000999000999,0.375624375624376,0.375624375624376,0.000999000999000999,0.001998001998002,0.36963036963037,0.36963036963037,0.001998001998002,0.999895628191867,0.000104371808133205,0,0.999895628191867,0.000104371808133205,0,0.999895628191867,0,0.000104371808133205
"Sylvia borin",4525906.48098847,3325546.12055231,4535738.36119721,3341486.12655315,18728.3117163763,15940.0060008331,9831.88020874746,1722,1666,0.965983117559017,1,0.995004995004995,0.995004995004995,1,1,0.996003996003996,0.996003996003996,1,0.000999000999000999,0.00899100899100899,0.00899100899100899,0.000999000999000999,0.000999000999000999,0.012987012987013,0.012987012987013,0.000999000999000999,0.999923991273338,7.60087266617185e-05,0.00447389479865936,0.999923991273338,7.60087266617185e-05,0.00447389479865936,0.995450775037786,0.00447355626486788,7.56686973463763e-05
"Sylvia communis",4530637.52267769,3101167.06650115,4543816.60988272,3164688.47540134,64874.1684202788,63521.4089001892,13179.0872050254,1879,1856,0.967965188342397,1,0.792207792207792,0.792207792207792,1,1,0.814185814185814,0.814185814185814,1,0.000999000999000999,0.183816183816184,0.183816183816184,0.000999000999000999,0.001998001998002,0.178821178821179,0.178821178821179,0.001998001998002,0.998420118325588,0.00157988167441188,0.00164950716592698,0.998420118325588,0.00157988167441188,0.00164950716592698,0.996775814809637,0.00164690543166234,0.0015772797587009
"Sylvia conspicillata",3696727.43027381,1993434.98931479,3631575.26701468,2022342.40831395,71277.2281344964,28907.4189991583,-65152.1632591286,191,209,0.933331454483158,1,0.892107892107892,0.892107892107892,1,1,0.892107892107892,0.892107892107892,1,0.000999000999000999,0.118881118881119,0.118881118881119,0.000999000999000999,0.000999000999000999,0.114885114885115,0.114885114885115,0.000999000999000999,0.97611768120689,0.0238823187931104,0,0.97611768120689,0.0238823187931104,0,0.97611768120689,0,0.0238823187931104
"Sylvia curruca",4762927.20481453,3360624.76838334,4763058.03491536,3383223.37405817,22598.9843789836,22598.6056748256,130.830100832507,1478,1490,0.979631688186322,1,0.999000999000999,0.999000999000999,1,1,0.999000999000999,0.999000999000999,1,0.001998001998002,0.002997002997003,0.002997002997003,0.001998001998002,0.002997002997003,0.002997002997003,0.002997002997003,0.002997002997003,0.999245990404199,0.000754009595801191,0.00226143029313243,0.999245990404199,0.000754009595801191,0.00226143029313243,0.996987965255408,0.00225972900614581,0.000752305738446646
"Sylvia hortensis",3564258.37209871,2151750.06812842,3420823.54791514,2110268.98864029,149312.520386173,-41481.0794881349,-143434.824183566,243,192,0.843064994199807,1,0.988011988011988,0.988011988011988,1,1,0.989010989010989,0.989010989010989,1,0.000999000999000999,0.00899100899100899,0.00899100899100899,0.000999000999000999,0.000999000999000999,0.013986013986014,0.013986013986014,0.000999000999000999,0.999112612161336,0.000887387838663663,0.0304451545913035,0.999112612161336,0.000887387838663663,0.0304451545913035,0.968720645826219,0.030418959750064,0.000860394423716657
"Sylvia melanocephala",4144452.25731535,2034594.35781615,4090991.69923913,2062391.15094623,60255.2319565479,27796.7931300886,-53460.5580762159,398,436,0.922234233971508,1,0.811188811188811,0.811188811188811,1,0.999000999000999,0.813186813186813,0.813186813186813,1,0.001998001998002,0.17982017982018,0.17982017982018,0.001998001998002,0.000999000999000999,0.175824175824176,0.175824175824176,0.000999000999000999,0.972029099290378,0.0279709007096216,0,0.972029099290378,0.0279709007096216,0,0.972029099290378,0,0.0279709007096216
"Sylvia undata",3510604.44108258,2236578.32032075,3498099.85141252,2275315.53246305,40705.4832593125,38737.2121423017,-12504.5896700565,371,373,0.93433712694278,1,0.88011988011988,0.88011988011988,1,1,0.865134865134865,0.865134865134865,1,0.000999000999000999,0.124875124875125,0.124875124875125,0.000999000999000999,0.000999000999000999,0.125874125874126,0.125874125874126,0.000999000999000999,0.953136749759701,0.0468632502402988,0.000612839253446323,0.953136749759701,0.0468632502402988,0.000612839253446323,0.952579987899195,0.000584136390341418,0.0468358757104637
"Tetrao urogallus",4737082.75287252,3839585.37780711,4778924.50579609,3885462.07299909,62091.8951994124,45876.6951919766,41841.7529235724,687,605,0.941280333018825,1,0.994005994005994,0.994005994005994,1,1,0.997002997002997,0.997002997002997,1,0.000999000999000999,0.003996003996004,0.003996003996004,0.000999000999000999,0.000999000999000999,0.002997002997003,0.002997002997003,0.000999000999000999,0.996097608953093,0.00390239104690702,0.00577746221153607,0.996097608953093,0.00390239104690702,0.00577746221153607,0.990365021345746,0.00575504604751734,0.00387993260673665
"Tringa nebularia",4728902.96711794,4514657.79515294,4751866.28952114,4486021.04267055,36706.6447462998,-28636.7524823938,22963.3224031972,351,364,0.947625875853957,1,0.933066933066933,0.933066933066933,1,0.999000999000999,0.928071928071928,0.928071928071928,1,0.001998001998002,0.0639360639360639,0.0639360639360639,0.000999000999000999,0.001998001998002,0.0689310689310689,0.0689310689310689,0.001998001998002,0.996358434147625,0.00364156585237486,0.00498560857898484,0.996358434147625,0.00364156585237486,0.00498560857898484,0.991408980438964,0.00496754334487581,0.00362347621615997
"Tringa totanus",4643414.67337684,3585344.82300516,4637718.44130651,3666646.31137963,81500.7918470892,81301.4883744665,-5696.23207032867,1153,1118,0.93454856999387,1,0.708291708291708,0.708291708291708,1,1,0.728271728271728,0.728271728271728,1,0.000999000999000999,0.283716283716284,0.283716283716284,0.000999000999000999,0.000999000999000999,0.273726273726274,0.273726273726274,0.000999000999000999,0.9981254563434,0.00187454365659988,0.000250525929035616,0.9981254563434,0.00187454365659988,0.000250525929035616,0.997875868660408,0.000250056424676475,0.00187407491491521
"Troglodytes troglodytes",4440223.33684715,3135938.14818971,4419482.61660273,3170384.40330226,40208.4812886087,34446.2551125512,-20740.7202444235,1972,1960,0.980021554517886,1,0.844155844155844,0.844155844155844,1,1,0.848151848151848,0.848151848151848,1,0.000999000999000999,0.158841158841159,0.158841158841159,0.000999000999000999,0.001998001998002,0.156843156843157,0.156843156843157,0.001998001998002,0.999734052716867,0.000265947283133092,0.000448755362903474,0.999734052716867,0.000265947283133092,0.000448755362903474,0.999285535959235,0.000448636071176511,0.000265827969588847
"Turdus iliacus",4752027.89397497,4185946.93022321,4695477.53532157,4330734.81296427,155439.615453931,144787.882741057,-56550.3586533964,710,610,0.893105460772967,1,1,1,1,1,1,1,1,0.000999000999000999,0.158841158841159,0.158841158841159,0.000999000999000999,0.000999000999000999,0.156843156843157,0.156843156843157,0.000999000999000999,1,0,0.0341422914064997,1,0,0.0341422914064997,0.9658577085935,0.0341422914064997,0
"Turdus philomelos",4560597.09985243,3311699.08592832,4531197.99643411,3271374.98467141,49903.3107516814,-40324.1012569144,-29399.1034183186,1844,1912,0.966181906137799,1,0.743256743256743,0.743256743256743,1,1,0.757242757242757,0.757242757242757,1,0.000999000999000999,0.263736263736264,0.263736263736264,0.000999000999000999,0.001998001998002,0.268731268731269,0.268731268731269,0.001998001998002,0.993320627991569,0.00667937200843153,0,0.993320627991569,0.00667937200843153,0,0.993320627991569,0,0.00667937200843153
"Turdus pilaris",4755739.90015432,3609258.69545663,4793122.48908209,3612686.57485361,37539.4234386131,3427.87939697877,37382.5889277784,1239,1229,0.968678629828021,1,0.865134865134865,0.865134865134865,1,1,0.867132867132867,0.867132867132867,1,0.001998001998002,0.128871128871129,0.128871128871129,0.001998001998002,0.000999000999000999,0.118881118881119,0.118881118881119,0.000999000999000999,0.997809819560952,0.00219018043904814,0.00271990442811543,0.997809819560952,0.00219018043904814,0.00271990442811543,0.99510180011681,0.00271396351394267,0.00218423636924761
"Turdus torquatus",4365449.90950041,3380810.15808803,4374168.06168771,3430420.56037581,50370.6084211492,49610.4022877845,8718.15218730085,451,419,0.940804852003771,1,0.996003996003996,0.996003996003996,1,1,0.996003996003996,0.996003996003996,1,0.000999000999000999,0.00599400599400599,0.00599400599400599,0.000999000999000999,0.000999000999000999,0.004995004995005,0.004995004995005,0.000999000999000999,0.999721268923741,0.00027873107625875,0.0108113827584268,0.999721268923741,0.00027873107625875,0.0108113827584268,0.988915879700373,0.0108084018608516,0.000275718438775438
"Turdus viscivorus",4405244.82134061,3138514.96897615,4432694.04269702,3187400.33710435,56064.5964054307,48885.3681282084,27449.2213564133,1730,1845,0.955243247053922,1,1,1,1,1,1,1,1,0.000999000999000999,0.321678321678322,0.321678321678322,0.000999000999000999,0.000999000999000999,0.315684315684316,0.315684315684316,0.000999000999000999,1,0,0.00232091905347254,1,0,0.00231451127507903,0.997679080946527,0.00232091905347254,0
"Vanellus vanellus",4600914.45540504,3409094.66079467,4603608.47053482,3367491.12343658,41690.670877611,-41603.537358088,2694.01512977667,1653,1600,0.970930776099275,1,0.825174825174825,0.825174825174825,1,1,0.776223776223776,0.776223776223776,1,0.000999000999000999,0.206793206793207,0.206793206793207,0.000999000999000999,0.001998001998002,0.197802197802198,0.197802197802198,0.001998001998002,0.999729074065008,0.000270925934991588,0.000416053139094466,0.999729074065008,0.000270925934991588,0.000416053139094466,0.999313246287675,0.000415940466393388,0.00027081324593183
